"plant"	"pollinator"	"w"
"565"	"1825"	"Bombus.pratorum.wk."	0
"566"	"1825"	"Bombus.pascuorum.wk."	0
"567"	"1825"	"Bombus.pascuorum.q."	0
"568"	"1825"	"Bombus.terrestris.wk."	4
"569"	"1825"	"Bombus.terrestris.q."	0
"570"	"1825"	"Xylocopa.violacea"	0
"571"	"1825"	"Apis.mellifera"	0
"572"	"1825"	"Osmia.rufa"	0
"573"	"1825"	"Andrena.fulva"	43
"574"	"1825"	"Andrena.synadelpha.nigroaenea"	0
"575"	"1825"	"Andrena.trimmerana"	0
"576"	"1825"	"Andrena.congruens"	0
"577"	"1825"	"Andrena.tibialis.corvina"	0
"578"	"1825"	"Andrena.albopunctata.morio"	0
"579"	"1825"	"Andrena.assimilis"	0
"580"	"1825"	"Halictus.quadricinctus"	0
"581"	"1825"	"Halictus.tridivisus"	0
"582"	"1825"	"Halictus.scabiosae"	0
"583"	"1825"	"Lasioglossum.xanthopum"	0
"584"	"1825"	"Sphecodes.gibbus"	0
"585"	"1825"	"Megachile.centuncularis"	0
"586"	"1825"	"Ancistrocerus.nigricornis"	0
"587"	"1825"	"Eristalis.tenax"	0
"588"	"1825"	"Eristalis.pratorum"	0
"589"	"1825"	"Eristalis.arbustorum"	0
"590"	"1825"	"Cheilosia.glossa"	0
"591"	"1825"	"Mallota.fuciformis"	0
"592"	"1825"	"Dasysyrphus.albostriatus"	0
"593"	"1825"	"Syrphus.vitripennis"	0
"594"	"1825"	"Syrphus.ribessi"	0
"595"	"1825"	"Criorhina.berberina"	0
"596"	"1825"	"Calliphora.vomitoria"	2
"597"	"1825"	"Gonia.ornata"	0
"598"	"1825"	"Pollenia.rudis"	0
"599"	"1825"	"Tachina.corsicana"	0
"600"	"1825"	"Asilidae.NI"	0
"601"	"1825"	"Empididae.NI"	0
"602"	"1825"	"Diptera.NI"	0
"603"	"1929"	"Hemaris.tityus"	0
"604"	"1929"	"Iphiclides.podalirius.Ad"	0
"605"	"1929"	"Vanessa.cardui"	0
"606"	"1929"	"Psithyrus.vestalis.obenbergeri"	0
"607"	"1929"	"Bombus.pratorum.m."	0
"608"	"1929"	"Bombus.pratorum.wk."	0
"609"	"1929"	"Bombus.pascuorum.wk."	0
"610"	"1929"	"Bombus.pascuorum.q."	0
"611"	"1929"	"Bombus.terrestris.wk."	0
"612"	"1929"	"Bombus.terrestris.q."	0
"613"	"1929"	"Xylocopa.violacea"	1
"614"	"1929"	"Apis.mellifera"	1
"615"	"1929"	"Osmia.rufa"	0
"616"	"1929"	"Andrena.fulva"	32
"617"	"1929"	"Andrena.synadelpha.nigroaenea"	0
"618"	"1929"	"Andrena.trimmerana"	1
"619"	"1929"	"Andrena.congruens"	5
"620"	"1929"	"Andrena.tibialis.corvina"	0
"621"	"1929"	"Andrena.albopunctata.morio"	1
"622"	"1929"	"Andrena.assimilis"	0
"623"	"1929"	"Halictus.quadricinctus"	1
"624"	"1929"	"Halictus.tridivisus"	0
"625"	"1929"	"Halictus.scabiosae"	0
"626"	"1929"	"Lasioglossum.xanthopum"	1
"627"	"1929"	"Sphecodes.gibbus"	1
"628"	"1929"	"Megachile.centuncularis"	0
"629"	"1929"	"Ancistrocerus.nigricornis"	0
"630"	"1929"	"Eristalis.tenax"	0
"631"	"1929"	"Eristalis.pratorum"	0
"632"	"1929"	"Eristalis.arbustorum"	0
"633"	"1929"	"Cheilosia.glossa"	0
"634"	"1929"	"Mallota.fuciformis"	0
"635"	"1929"	"Dasysyrphus.albostriatus"	0
"636"	"1929"	"Syrphus.vitripennis"	0
"637"	"1929"	"Syrphus.ribessi"	0
"638"	"1929"	"Criorhina.berberina"	0
"639"	"1929"	"Calliphora.vomitoria"	8
"640"	"1929"	"Gonia.ornata"	2
"641"	"1929"	"Pollenia.rudis"	4
"642"	"1929"	"Tachina.corsicana"	0
"643"	"1929"	"Asilidae.NI"	0
"644"	"1929"	"Empididae.NI"	0
"645"	"1929"	"Diptera.NI"	0
"646"	"8801"	"Hemaris.tityus"	0
"647"	"8801"	"Iphiclides.podalirius.Ad"	0
"648"	"8801"	"Vanessa.cardui"	0
"649"	"8801"	"Psithyrus.vestalis.obenbergeri"	0
"650"	"8801"	"Bombus.pratorum.m."	0
"651"	"8801"	"Bombus.pratorum.wk."	0
"652"	"8801"	"Bombus.pascuorum.wk."	0
"653"	"8801"	"Bombus.pascuorum.q."	0
"654"	"8801"	"Bombus.terrestris.wk."	3
"655"	"8801"	"Bombus.terrestris.q."	0
"656"	"8801"	"Xylocopa.violacea"	0
"657"	"8801"	"Apis.mellifera"	0
"658"	"8801"	"Osmia.rufa"	0
"659"	"8801"	"Andrena.fulva"	13
"660"	"8801"	"Andrena.synadelpha.nigroaenea"	0
"661"	"8801"	"Andrena.trimmerana"	0
"662"	"8801"	"Andrena.congruens"	7
"663"	"8801"	"Andrena.tibialis.corvina"	0
"664"	"8801"	"Andrena.albopunctata.morio"	0
"665"	"8801"	"Andrena.assimilis"	0
"666"	"8801"	"Halictus.quadricinctus"	0
"667"	"8801"	"Halictus.tridivisus"	0
"668"	"8801"	"Halictus.scabiosae"	1
"669"	"8801"	"Lasioglossum.xanthopum"	0
"670"	"8801"	"Sphecodes.gibbus"	0
"671"	"8801"	"Megachile.centuncularis"	0
"672"	"8801"	"Ancistrocerus.nigricornis"	0
"673"	"8801"	"Eristalis.tenax"	0
"674"	"8801"	"Eristalis.pratorum"	0
"675"	"8801"	"Eristalis.arbustorum"	0
"676"	"8801"	"Cheilosia.glossa"	0
"677"	"8801"	"Mallota.fuciformis"	0
"678"	"8801"	"Dasysyrphus.albostriatus"	0
"679"	"8801"	"Syrphus.vitripennis"	0
"680"	"8801"	"Syrphus.ribessi"	0
"681"	"8801"	"Criorhina.berberina"	0
"682"	"8801"	"Calliphora.vomitoria"	3
"683"	"8801"	"Gonia.ornata"	0
"684"	"8801"	"Pollenia.rudis"	0
"685"	"8801"	"Tachina.corsicana"	0
"686"	"8801"	"Asilidae.NI"	0
"687"	"8801"	"Empididae.NI"	0
"688"	"8801"	"Diptera.NI"	0
"689"	"8808"	"Hemaris.tityus"	0
"690"	"8808"	"Iphiclides.podalirius.Ad"	0
"691"	"8808"	"Vanessa.cardui"	0
"692"	"8808"	"Psithyrus.vestalis.obenbergeri"	0
"693"	"8808"	"Bombus.pratorum.m."	0
"694"	"8808"	"Bombus.pratorum.wk."	0
"695"	"8808"	"Bombus.pascuorum.wk."	0
"696"	"8808"	"Bombus.pascuorum.q."	0
"697"	"8808"	"Bombus.terrestris.wk."	2
"698"	"8808"	"Bombus.terrestris.q."	0
"699"	"8808"	"Xylocopa.violacea"	0
"700"	"8808"	"Apis.mellifera"	1
"701"	"8808"	"Osmia.rufa"	0
"702"	"8808"	"Andrena.fulva"	3
"703"	"8808"	"Andrena.synadelpha.nigroaenea"	0
"704"	"8808"	"Andrena.trimmerana"	0
"705"	"8808"	"Andrena.congruens"	0
"706"	"8808"	"Andrena.tibialis.corvina"	0
"707"	"8808"	"Andrena.albopunctata.morio"	0
"708"	"8808"	"Andrena.assimilis"	0
"709"	"8808"	"Halictus.quadricinctus"	0
"710"	"8808"	"Halictus.tridivisus"	0
"711"	"8808"	"Halictus.scabiosae"	0
"712"	"8808"	"Lasioglossum.xanthopum"	0
"713"	"8808"	"Sphecodes.gibbus"	0
"714"	"8808"	"Megachile.centuncularis"	0
"715"	"8808"	"Ancistrocerus.nigricornis"	0
"716"	"8808"	"Eristalis.tenax"	0
"717"	"8808"	"Eristalis.pratorum"	0
"718"	"8808"	"Eristalis.arbustorum"	0
"719"	"8808"	"Cheilosia.glossa"	0
"720"	"8808"	"Mallota.fuciformis"	0
"721"	"8808"	"Dasysyrphus.albostriatus"	0
"722"	"8808"	"Syrphus.vitripennis"	4
"723"	"8808"	"Syrphus.ribessi"	0
"724"	"8808"	"Criorhina.berberina"	1
"725"	"8808"	"Calliphora.vomitoria"	23
"726"	"8808"	"Gonia.ornata"	2
"727"	"8808"	"Pollenia.rudis"	5
"728"	"8808"	"Tachina.corsicana"	0
"729"	"8808"	"Asilidae.NI"	4
"730"	"8808"	"Empididae.NI"	2
"731"	"8808"	"Diptera.NI"	0
"732"	"8814"	"Hemaris.tityus"	0
"733"	"8814"	"Iphiclides.podalirius.Ad"	0
"734"	"8814"	"Vanessa.cardui"	0
"735"	"8814"	"Psithyrus.vestalis.obenbergeri"	0
"736"	"8814"	"Bombus.pratorum.m."	0
"737"	"8814"	"Bombus.pratorum.wk."	0
"738"	"8814"	"Bombus.pascuorum.wk."	0
"739"	"8814"	"Bombus.pascuorum.q."	0
"740"	"8814"	"Bombus.terrestris.wk."	1
"741"	"8814"	"Bombus.terrestris.q."	0
"742"	"8814"	"Xylocopa.violacea"	1
"743"	"8814"	"Apis.mellifera"	2
"744"	"8814"	"Osmia.rufa"	0
"745"	"8814"	"Andrena.fulva"	45
"746"	"8814"	"Andrena.synadelpha.nigroaenea"	0
"747"	"8814"	"Andrena.trimmerana"	0
"748"	"8814"	"Andrena.congruens"	0
"749"	"8814"	"Andrena.tibialis.corvina"	0
"750"	"8814"	"Andrena.albopunctata.morio"	0
"751"	"8814"	"Andrena.assimilis"	0
"752"	"8814"	"Halictus.quadricinctus"	2
"753"	"8814"	"Halictus.tridivisus"	0
"754"	"8814"	"Halictus.scabiosae"	0
"755"	"8814"	"Lasioglossum.xanthopum"	0
"756"	"8814"	"Sphecodes.gibbus"	1
"757"	"8814"	"Megachile.centuncularis"	0
"758"	"8814"	"Ancistrocerus.nigricornis"	0
"759"	"8814"	"Eristalis.tenax"	0
"760"	"8814"	"Eristalis.pratorum"	0
"761"	"8814"	"Eristalis.arbustorum"	0
"762"	"8814"	"Cheilosia.glossa"	0
"763"	"8814"	"Mallota.fuciformis"	0
"764"	"8814"	"Dasysyrphus.albostriatus"	0
"765"	"8814"	"Syrphus.vitripennis"	0
"766"	"8814"	"Syrphus.ribessi"	0
"767"	"8814"	"Criorhina.berberina"	0
"768"	"8814"	"Calliphora.vomitoria"	1
"769"	"8814"	"Gonia.ornata"	0
"770"	"8814"	"Pollenia.rudis"	0
"771"	"8814"	"Tachina.corsicana"	0
"772"	"8814"	"Asilidae.NI"	0
"773"	"8814"	"Empididae.NI"	0
"774"	"8814"	"Diptera.NI"	0
"775"	"8865"	"Hemaris.tityus"	0
"776"	"8865"	"Iphiclides.podalirius.Ad"	0
"777"	"8865"	"Vanessa.cardui"	0
"778"	"8865"	"Psithyrus.vestalis.obenbergeri"	0
"779"	"8865"	"Bombus.pratorum.m."	0
"780"	"8865"	"Bombus.pratorum.wk."	0
"781"	"8865"	"Bombus.pascuorum.wk."	0
"782"	"8865"	"Bombus.pascuorum.q."	0
"783"	"8865"	"Bombus.terrestris.wk."	1
"784"	"8865"	"Bombus.terrestris.q."	0
"785"	"8865"	"Xylocopa.violacea"	0
"786"	"8865"	"Apis.mellifera"	0
"787"	"8865"	"Osmia.rufa"	0
"788"	"8865"	"Andrena.fulva"	2
"789"	"8865"	"Andrena.synadelpha.nigroaenea"	0
"790"	"8865"	"Andrena.trimmerana"	0
"791"	"8865"	"Andrena.congruens"	0
"792"	"8865"	"Andrena.tibialis.corvina"	0
"793"	"8865"	"Andrena.albopunctata.morio"	0
"794"	"8865"	"Andrena.assimilis"	0
"795"	"8865"	"Halictus.quadricinctus"	0
"796"	"8865"	"Halictus.tridivisus"	0
"797"	"8865"	"Halictus.scabiosae"	0
"798"	"8865"	"Lasioglossum.xanthopum"	0
"799"	"8865"	"Sphecodes.gibbus"	0
"800"	"8865"	"Megachile.centuncularis"	0
"801"	"8865"	"Ancistrocerus.nigricornis"	0
"802"	"8865"	"Eristalis.tenax"	0
"803"	"8865"	"Eristalis.pratorum"	0
"804"	"8865"	"Eristalis.arbustorum"	0
"805"	"8865"	"Cheilosia.glossa"	0
"806"	"8865"	"Mallota.fuciformis"	0
"807"	"8865"	"Dasysyrphus.albostriatus"	0
"808"	"8865"	"Syrphus.vitripennis"	5
"809"	"8865"	"Syrphus.ribessi"	0
"810"	"8865"	"Criorhina.berberina"	0
"811"	"8865"	"Calliphora.vomitoria"	18
"812"	"8865"	"Gonia.ornata"	6
"813"	"8865"	"Pollenia.rudis"	12
"814"	"8865"	"Tachina.corsicana"	1
"815"	"8865"	"Asilidae.NI"	9
"816"	"8865"	"Empididae.NI"	3
"817"	"8865"	"Diptera.NI"	0
